Age,WorkClass,education,marritalStatus,Race,Gender,workhours,Incomebracket
30_41,' Private',' Bachelors',' Divorced',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
42_54,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' 11th',' Never-married',' Amer-Indian-Eskimo',' Male',22_40,' <=50K.'
30_41,' State-gov',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
42_54,' Private',' 5th-6th',' Separated',' Black',' Female',22_40,' <=50K.'
55_66,' Private',' Some-college',' Separated',' Black',' Female',22_40,' <=50K.'
30_41,' Local-gov',' HS-grad',' Separated',' Black',' Female',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' Federal-gov',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' Private',' Assoc-voc',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' Black',' Male',22_40,' <=50K.'
42_54,' Private',' Some-college',' Married-civ-spouse',' Black',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Local-gov',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Federal-gov',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Federal-gov',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Assoc-voc',' Divorced',' White',' Female',22_40,' <=50K.'
67_78,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Private',' 9th',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Some-college',' Divorced',' White',' Female',22_40,' <=50K.'
55_66,' Private',' 11th',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Self-emp-not-inc',' Assoc-voc',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' State-gov',' Assoc-voc',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
55_66,' Private',' Bachelors',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Separated',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-inc',' Some-college',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Some-college',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Some-college',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Bachelors',' Divorced',' Black',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Assoc-voc',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Assoc-acdm',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' Some-college',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Local-gov',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' State-gov',' Bachelors',' Never-married',' Black',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' Self-emp-inc',' Assoc-voc',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' Black',' Male',22_40,' <=50K.'
0_29,' Private',' 12th',' Married-civ-spouse',' Black',' Male',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Never-married',' Black',' Female',22_40,' <=50K.'
55_66,' Self-emp-not-inc',' 7th-8th',' Never-married',' White',' Male',22_40,' <=50K.'
67_78,' State-gov',' 7th-8th',' Widowed',' Black',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Assoc-voc',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Assoc-voc',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' Federal-gov',' 10th',' Married-civ-spouse',' Black',' Male',22_40,' <=50K.'
67_78,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
67_78,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' 11th',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' Private',' 9th',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
67_78,' Private',' 10th',' Widowed',' White',' Female',22_40,' <=50K.'
0_29,' State-gov',' Bachelors',' Never-married',' Asian-Pac-Islander',' Male',22_40,' <=50K.'
79_max,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Bachelors',' Divorced',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
55_66,' Private',' Some-college',' Widowed',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
42_54,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
55_66,' Private',' 5th-6th',' Married-civ-spouse',' Black',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Masters',' Divorced',' White',' Female',22_40,' <=50K.'
55_66,' Self-emp-not-inc',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Assoc-acdm',' Never-married',' White',' Male',22_40,' <=50K.'
42_54,' Private',' 11th',' Widowed',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' Other',' Male',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Federal-gov',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
42_54,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
42_54,' Local-gov',' Masters',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' Private',' 5th-6th',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Widowed',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Federal-gov',' Assoc-voc',' Divorced',' Black',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Federal-gov',' HS-grad',' Divorced',' Black',' Male',22_40,' <=50K.'
42_54,' Private',' Some-college',' Separated',' White',' Female',22_40,' <=50K.'
0_29,' Local-gov',' Masters',' Never-married',' Asian-Pac-Islander',' Female',22_40,' <=50K.'
30_41,' Federal-gov',' Assoc-acdm',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' Black',' Female',22_40,' <=50K.'
67_78,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
79_max,' Private',' 7th-8th',' Widowed',' White',' Female',22_40,' <=50K.'
30_41,' Private',' 11th',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Federal-gov',' Assoc-voc',' Never-married',' Black',' Male',22_40,' <=50K.'
42_54,' State-gov',' Masters',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
42_54,' State-gov',' Bachelors',' Separated',' White',' Female',22_40,' <=50K.'
42_54,' Federal-gov',' Some-college',' Divorced',' Asian-Pac-Islander',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Assoc-voc',' Separated',' White',' Female',22_40,' <=50K.'
0_29,' Local-gov',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Assoc-voc',' Separated',' Black',' Female',22_40,' <=50K.'
0_29,' Local-gov',' Assoc-voc',' Never-married',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' 11th',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Federal-gov',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Widowed',' White',' Male',22_40,' <=50K.'
30_41,' Private',' 11th',' Widowed',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Separated',' White',' Male',22_40,' <=50K.'
0_29,' Private',' 11th',' Separated',' White',' Male',22_40,' <=50K.'
30_41,' Private',' 11th',' Separated',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
55_66,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Self-emp-not-inc',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' 12th',' Never-married',' White',' Male',22_40,' <=50K.'
55_66,' Private',' 12th',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' 12th',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' 11th',' Never-married',' White',' Male',22_40,' <=50K.'
42_54,' Private',' 11th',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' State-gov',' 10th',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' 10th',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Bachelors',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Assoc-acdm',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Assoc-voc',' Divorced',' White',' Male',22_40,' <=50K.'
55_66,' Local-gov',' Some-college',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' State-gov',' Some-college',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Divorced',' White',' Male',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Federal-gov',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Local-gov',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' 12th',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' 11th',' Divorced',' White',' Male',22_40,' <=50K.'
55_66,' Private',' 10th',' Divorced',' White',' Male',22_40,' <=50K.'
67_78,' Private',' Doctorate',' Widowed',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Masters',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' <=50K.'
42_54,' State-gov',' Bachelors',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Assoc-voc',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' State-gov',' Some-college',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Local-gov',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-inc',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' Some-college',' Widowed',' White',' Male',22_40,' <=50K.'
55_66,' Self-emp-not-inc',' 7th-8th',' Widowed',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' 11th',' Never-married',' White',' Male',22_40,' <=50K.'
55_66,' Private',' 9th',' Widowed',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Separated',' White',' Male',22_40,' <=50K.'
30_41,' State-gov',' HS-grad',' Separated',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Federal-gov',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Assoc-acdm',' Never-married',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
55_66,' Private',' 5th-6th',' Divorced',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Federal-gov',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' 11th',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' 10th',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Married-spouse-absent',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-inc',' Assoc-acdm',' Divorced',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Federal-gov',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' State-gov',' Masters',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' State-gov',' Masters',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Local-gov',' Bachelors',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Bachelors',' Divorced',' White',' Male',22_40,' <=50K.'
55_66,' Self-emp-not-inc',' Assoc-acdm',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Assoc-voc',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' State-gov',' Assoc-voc',' Separated',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
55_66,' Private',' Bachelors',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Self-emp-not-inc',' Assoc-acdm',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Federal-gov',' Bachelors',' Separated',' White',' Male',22_40,' <=50K.'
42_54,' Federal-gov',' Bachelors',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-inc',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' 11th',' Never-married',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Some-college',' Married-spouse-absent',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Some-college',' Married-spouse-absent',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Some-college',' Divorced',' White',' Male',22_40,' <=50K.'
0_29,' State-gov',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' 10th',' Divorced',' White',' Male',22_40,' <=50K.'
42_54,' Private',' 10th',' Divorced',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Assoc-acdm',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Assoc-acdm',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Assoc-voc',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Federal-gov',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Federal-gov',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
42_54,' Federal-gov',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' State-gov',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' 11th',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Married-spouse-absent',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Divorced',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Divorced',' White',' Male',22_40,' <=50K.'
0_29,' Federal-gov',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Widowed',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Separated',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' HS-grad',' Separated',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Separated',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Assoc-acdm',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Assoc-voc',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Assoc-voc',' Never-married',' White',' Male',22_40,' <=50K.'
42_54,' Self-emp-inc',' Assoc-voc',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Assoc-voc',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' State-gov',' Assoc-voc',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Local-gov',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Self-emp-inc',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Self-emp-not-inc',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
