@relation proj2master-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R1-precision6

@attribute Age {'\'(-inf-29.166667]\'','\'(29.166667-41.333333]\'','\'(41.333333-53.5]\'','\'(53.5-65.666667]\'','\'(65.666667-77.833333]\'','\'(77.833333-inf)\''}
@attribute WorkClass {' Private',' Self-emp-not-inc',' Self-emp-inc',' Local-gov',' Federal-gov',' State-gov',' Without-pay'}
@attribute education {' 11th',' Bachelors',' Some-college',' Assoc-voc',' Doctorate',' Masters',' HS-grad',' Prof-school',' Assoc-acdm',' 5th-6th',' 9th',' 7th-8th',' 1st-4th',' 10th',' 12th',' Preschool'}
@attribute marritalStatus {' Never-married',' Married-civ-spouse',' Divorced',' Separated',' Married-spouse-absent',' Married-AF-spouse',' Widowed'}
@attribute Job {' Machine-op-inspct',' Sales',' Craft-repair',' Prof-specialty',' Exec-managerial',' Adm-clerical',' Tech-support',' Other-service',' Protective-serv',' Transport-moving',' Handlers-cleaners',' Farming-fishing',' Armed-Forces',' Priv-house-serv'}
@attribute Relationship {' Own-child',' Not-in-family',' Husband',' Unmarried',' Wife',' Other-relative'}
@attribute Race {' Black',' Asian-Pac-Islander',' White',' Other',' Amer-Indian-Eskimo'}
@attribute Gender {' Male',' Female'}
@attribute workhours numeric
@attribute CountryOrigin {' United-States',' Cambodia',' Canada',' China',' Columbia',' Cuba',' Dominican-Republic',' Ecuador',' El-Salvador',' England',' France',' Germany',' Greece',' Haiti',' Honduras',' Hong',' Hungary',' India',' Iran',' Ireland',' Italy',' Jamaica',' Japan',' Mexico',' Nicaragua',' Outlying-US(Guam-USVI-etc)',' Peru',' Philippines',' Poland',' Portugal',' Puerto-Rico',' South',' Taiwan',' Thailand',' Vietnam',' Yugoslavia',' Guatemala',' Laos',' Scotland',' Trinadad&Tobago'}
@attribute Incomebracket {' <=50K.',' >50K.'}

@data
'\'(41.333333-53.5]\'',' Local-gov',' Masters',' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' 5th-6th',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Widowed',' Craft-repair',' Not-in-family',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Tech-support',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Federal-gov',' Assoc-voc',' Divorced',' Adm-clerical',' Own-child',' Black',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Never-married',' Machine-op-inspct',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Federal-gov',' HS-grad',' Divorced',' Protective-serv',' Unmarried',' Black',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Separated',' Prof-specialty',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Local-gov',' Masters',' Never-married',' Prof-specialty',' Other-relative',' Asian-Pac-Islander',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Federal-gov',' Assoc-acdm',' Divorced',' Adm-clerical',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Divorced',' Craft-repair',' Unmarried',' Black',' Female',40,' United-States',' <=50K.'
'\'(65.666667-77.833333]\'',' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40,' United-States',' <=50K.'
'\'(77.833333-inf)\'',' Private',' 7th-8th',' Widowed',' Machine-op-inspct',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 11th',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Federal-gov',' Assoc-voc',' Never-married',' Tech-support',' Unmarried',' Black',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' State-gov',' Masters',' Divorced',' Prof-specialty',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Divorced',' Tech-support',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' State-gov',' Bachelors',' Separated',' Prof-specialty',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Federal-gov',' Some-college',' Divorced',' Adm-clerical',' Unmarried',' Asian-Pac-Islander',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Assoc-voc',' Separated',' Adm-clerical',' Own-child',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Local-gov',' Bachelors',' Never-married',' Prof-specialty',' Own-child',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Never-married',' Craft-repair',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Assoc-voc',' Separated',' Adm-clerical',' Unmarried',' Black',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Local-gov',' Assoc-voc',' Never-married',' Adm-clerical',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Never-married',' Adm-clerical',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Never-married',' Adm-clerical',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' 11th',' Never-married',' Adm-clerical',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Divorced',' Adm-clerical',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Divorced',' Adm-clerical',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Federal-gov',' HS-grad',' Divorced',' Adm-clerical',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Widowed',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 11th',' Widowed',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Separated',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' 11th',' Separated',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 11th',' Separated',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' Some-college',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Self-emp-not-inc',' HS-grad',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' HS-grad',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' 12th',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' 12th',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 12th',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' 11th',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' 11th',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' State-gov',' 10th',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' 10th',' Never-married',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Assoc-acdm',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Assoc-voc',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Local-gov',' Some-college',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' State-gov',' Some-college',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Federal-gov',' HS-grad',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Local-gov',' HS-grad',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' 12th',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 11th',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' 10th',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(65.666667-77.833333]\'',' Private',' Doctorate',' Widowed',' Exec-managerial',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Masters',' Never-married',' Exec-managerial',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Never-married',' Exec-managerial',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' State-gov',' Bachelors',' Divorced',' Exec-managerial',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Assoc-voc',' Divorced',' Exec-managerial',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' State-gov',' Some-college',' Divorced',' Exec-managerial',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Local-gov',' HS-grad',' Divorced',' Exec-managerial',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-inc',' HS-grad',' Divorced',' Exec-managerial',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' Some-college',' Widowed',' Farming-fishing',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Self-emp-not-inc',' 7th-8th',' Widowed',' Farming-fishing',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Farming-fishing',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' 11th',' Never-married',' Farming-fishing',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' 9th',' Widowed',' Handlers-cleaners',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Separated',' Handlers-cleaners',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' State-gov',' HS-grad',' Separated',' Handlers-cleaners',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Handlers-cleaners',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Divorced',' Handlers-cleaners',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Divorced',' Handlers-cleaners',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Divorced',' Handlers-cleaners',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Federal-gov',' HS-grad',' Divorced',' Handlers-cleaners',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Divorced',' Handlers-cleaners',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Assoc-acdm',' Never-married',' Machine-op-inspct',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Divorced',' Machine-op-inspct',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Divorced',' Machine-op-inspct',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Divorced',' Machine-op-inspct',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Divorced',' Machine-op-inspct',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Divorced',' Machine-op-inspct',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' HS-grad',' Divorced',' Machine-op-inspct',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' 5th-6th',' Divorced',' Machine-op-inspct',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Other-service',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Federal-gov',' HS-grad',' Never-married',' Other-service',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Other-service',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' 11th',' Never-married',' Other-service',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 10th',' Never-married',' Other-service',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-spouse-absent',' Other-service',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-inc',' Assoc-acdm',' Divorced',' Other-service',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Divorced',' Other-service',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Divorced',' Other-service',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Federal-gov',' HS-grad',' Divorced',' Other-service',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' State-gov',' Masters',' Never-married',' Prof-specialty',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' State-gov',' Masters',' Never-married',' Prof-specialty',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Local-gov',' Bachelors',' Never-married',' Prof-specialty',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Never-married',' Prof-specialty',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Bachelors',' Divorced',' Prof-specialty',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Self-emp-not-inc',' Assoc-acdm',' Divorced',' Prof-specialty',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Assoc-voc',' Divorced',' Prof-specialty',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' State-gov',' Assoc-voc',' Separated',' Protective-serv',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Sales',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' Bachelors',' Divorced',' Sales',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Self-emp-not-inc',' Assoc-acdm',' Divorced',' Sales',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Federal-gov',' Bachelors',' Separated',' Tech-support',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Federal-gov',' Bachelors',' Never-married',' Tech-support',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Divorced',' Tech-support',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Divorced',' Tech-support',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Divorced',' Tech-support',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-inc',' Some-college',' Never-married',' Transport-moving',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Transport-moving',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Transport-moving',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' 11th',' Never-married',' Transport-moving',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-spouse-absent',' Transport-moving',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-spouse-absent',' Transport-moving',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Divorced',' Transport-moving',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' State-gov',' HS-grad',' Divorced',' Transport-moving',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Divorced',' Transport-moving',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 10th',' Divorced',' Transport-moving',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' 10th',' Divorced',' Transport-moving',' Unmarried',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Assoc-acdm',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Assoc-acdm',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Assoc-voc',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Federal-gov',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Federal-gov',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Federal-gov',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' State-gov',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 11th',' Never-married',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-spouse-absent',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Divorced',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Divorced',' Adm-clerical',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Federal-gov',' HS-grad',' Never-married',' Armed-Forces',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Widowed',' Craft-repair',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Separated',' Craft-repair',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' HS-grad',' Separated',' Craft-repair',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Separated',' Craft-repair',' Own-child',' White',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Never-married',' Craft-repair',' Own-child',' White',' Male',40,' United-States',' <=50K.'
